2.140000000000000000e+02,0.000000000000000000e+00,2.020000000000000000e+02
1.136000000000000000e+03,0.000000000000000000e+00,2.090000000000000000e+02
2.057000000000000000e+03,0.000000000000000000e+00,2.030000000000000000e+02
2.958000000000000000e+03,0.000000000000000000e+00,2.390000000000000000e+02
3.860000000000000000e+03,0.000000000000000000e+00,2.170000000000000000e+02
4.761000000000000000e+03,0.000000000000000000e+00,2.430000000000000000e+02
5.693000000000000000e+03,0.000000000000000000e+00,2.190000000000000000e+02
6.594000000000000000e+03,0.000000000000000000e+00,2.250000000000000000e+02
7.495000000000000000e+03,0.000000000000000000e+00,2.060000000000000000e+02
8.397000000000000000e+03,0.000000000000000000e+00,2.410000000000000000e+02
1.028000000000000000e+04,0.000000000000000000e+00,2.290000000000000000e+02
1.121200000000000000e+04,0.000000000000000000e+00,2.240000000000000000e+02
1.211300000000000000e+04,0.000000000000000000e+00,2.400000000000000000e+02
1.304600000000000000e+04,0.000000000000000000e+00,2.450000000000000000e+02
1.397700000000000000e+04,0.000000000000000000e+00,2.220000000000000000e+02
1.487900000000000000e+04,0.000000000000000000e+00,2.270000000000000000e+02
1.582100000000000000e+04,0.000000000000000000e+00,2.420000000000000000e+02
1.676300000000000000e+04,0.000000000000000000e+00,2.130000000000000000e+02
1.769500000000000000e+04,0.000000000000000000e+00,2.110000000000000000e+02
1.860700000000000000e+04,0.000000000000000000e+00,2.360000000000000000e+02
1.951800000000000000e+04,0.000000000000000000e+00,2.160000000000000000e+02
2.045000000000000000e+04,0.000000000000000000e+00,2.500000000000000000e+02
2.135200000000000000e+04,0.000000000000000000e+00,2.080000000000000000e+02
2.228300000000000000e+04,0.000000000000000000e+00,2.470000000000000000e+02
2.318400000000000000e+04,0.000000000000000000e+00,2.120000000000000000e+02
2.411600000000000000e+04,0.000000000000000000e+00,2.260000000000000000e+02
2.502700000000000000e+04,0.000000000000000000e+00,2.380000000000000000e+02
2.592800000000000000e+04,0.000000000000000000e+00,2.280000000000000000e+02
2.684000000000000000e+04,0.000000000000000000e+00,2.190000000000000000e+02
2.774100000000000000e+04,0.000000000000000000e+00,2.260000000000000000e+02
2.867300000000000000e+04,0.000000000000000000e+00,2.390000000000000000e+02
2.958400000000000000e+04,0.000000000000000000e+00,2.440000000000000000e+02
3.048500000000000000e+04,0.000000000000000000e+00,2.090000000000000000e+02
3.141700000000000000e+04,0.000000000000000000e+00,2.200000000000000000e+02
3.234900000000000000e+04,0.000000000000000000e+00,2.060000000000000000e+02
3.328100000000000000e+04,0.000000000000000000e+00,2.230000000000000000e+02
3.420300000000000000e+04,0.000000000000000000e+00,2.080000000000000000e+02
3.512400000000000000e+04,0.000000000000000000e+00,2.330000000000000000e+02
3.602600000000000000e+04,0.000000000000000000e+00,2.320000000000000000e+02
3.695800000000000000e+04,0.000000000000000000e+00,2.460000000000000000e+02
3.785900000000000000e+04,0.000000000000000000e+00,2.430000000000000000e+02
3.879100000000000000e+04,0.000000000000000000e+00,2.400000000000000000e+02
4.065400000000000000e+04,0.000000000000000000e+00,2.030000000000000000e+02
4.158600000000000000e+04,0.000000000000000000e+00,2.050000000000000000e+02
4.251800000000000000e+04,0.000000000000000000e+00,2.250000000000000000e+02
4.343900000000000000e+04,0.000000000000000000e+00,2.100000000000000000e+02
4.438200000000000000e+04,0.000000000000000000e+00,2.240000000000000000e+02
4.528200000000000000e+04,0.000000000000000000e+00,2.370000000000000000e+02
4.622500000000000000e+04,0.000000000000000000e+00,2.140000000000000000e+02
4.713600000000000000e+04,0.000000000000000000e+00,2.010000000000000000e+02
4.804700000000000000e+04,0.000000000000000000e+00,2.380000000000000000e+02
4.990100000000000000e+04,0.000000000000000000e+00,2.350000000000000000e+02
5.081300000000000000e+04,0.000000000000000000e+00,2.360000000000000000e+02
5.174400000000000000e+04,0.000000000000000000e+00,2.280000000000000000e+02
5.268700000000000000e+04,0.000000000000000000e+00,2.340000000000000000e+02
5.360800000000000000e+04,0.000000000000000000e+00,2.130000000000000000e+02
5.454000000000000000e+04,0.000000000000000000e+00,2.220000000000000000e+02
